x,y,z,time,object,paired,role
0.6801069538248099,0.8844926522944412,3.4371296955336974,13,Person2,0,person
1.6933600998283866,2.11341721566073,2.5,13,Person3,0,person
1.2133472767354776,1.4468046691782512,2.7746122701017852,13,Person4,0,person
1.0,1.0,0.0,14,LatPulldown1,1,machine
2.0,1.0,0.0,14,Bench1,0,machine
1.0,2.0,0.0,14,BicepCurlMachine1,1,machine
2.0,2.0,0.0,14,ShoulderPress1,1,machine
0.5,1.1498011879068484,2.897790266446967,14,Person1,0,person
0.6245789534426839,0.9355941927317389,3.444195327126242,14,Person2,0,person
1.7049079734238946,2.011068699543128,2.500501606993619,14,Person3,0,person
1.152615585181254,1.4096596394578915,2.752448330851148,14,Person4,0,person
1.0,1.0,0.0,15,LatPulldown1,1,machine
2.0,1.0,0.0,15,Bench1,0,machine
1.0,2.0,0.0,15,BicepCurlMachine1,1,machine
2.0,2.0,0.0,15,ShoulderPress1,1,machine
0.5187979961441946,1.0836631254466915,2.8914054685282133,15,Person1,0,person
0.52994250725357,0.9328440252824169,3.4653792969750357,15,Person2,0,person
1.7498291162364004,2.087340573342723,2.5,15,Person3,0,person
1.2113435313956573,1.4532353802045188,2.7783112848861653,15,Person4,0,person
1.0,1.0,0.0,16,LatPulldown1,1,machine
2.0,1.0,0.0,16,Bench1,0,machine
1.0,2.0,0.0,16,BicepCurlMachine1,1,machine
2.0,2.0,0.0,16,ShoulderPress1,1,machine
0.5396648279393339,1.0783824051771866,2.8843808316162303,16,Person1,0,person
0.5178105004659472,0.9599445698541469,3.4649634176336757,16,Person2,0,person
1.727559468789132,2.0646048421590595,2.50630288585743,16,Person3,0,person
1.2186362788547194,1.3726384490309054,2.762287101886102,16,Person4,0,person
1.0,1.0,0.0,17,LatPulldown1,1,machine
2.0,1.0,0.0,17,Bench1,0,machine
1.0,2.0,0.0,17,BicepCurlMachine1,1,machine
2.0,2.0,0.0,17,ShoulderPress1,1,machine
0.5388393345714414,1.0547764695068602,2.856887513381645,17,Person1,0,person
0.5,1.0086945387492405,3.4509314424168713,17,Person2,0,person
1.7523050009503978,1.9838189585696477,2.529794355900934,17,Person3,0,person
1.1558445068260716,1.3476598649370475,2.7897376741091224,17,Person4,0,person
1.0,1.0,0.0,18,LatPulldown1,1,machine
2.0,1.0,0.0,18,Bench1,0,machine
1.0,2.0,0.0,18,BicepCurlMachine1,1,machine
2.0,2.0,0.0,18,ShoulderPress1,1,machine
0.5994748524096576,1.112343631193336,2.900034391451619,18,Person1,0,person
0.5,0.9716979502270959,3.4606059585486335,18,Person2,0,person
1.7160218991729816,1.9481793456478071,2.561626343412525,18,Person3,0,person
1.1456639153101424,1.3393850747780813,2.7984126208287456,18,Person4,0,person
1.0,1.0,0.0,19,LatPulldown1,1,machine
2.0,1.0,0.0,19,Bench1,0,machine
1.0,2.0,0.0,19,BicepCurlMachine1,1,machine
2.0,2.0,0.0,19,ShoulderPress1,1,machine
0.6491138291169108,1.0345040891004431,2.9306998310425456,19,Person1,0,person
0.5167926960464444,1.004958996604807,3.4758010491687523,19,Person2,0,person
1.6995247328417789,2.005620864393457,2.531591323222052,19,Person3,0,person
1.1176497840284083,1.3177071686724267,2.76925107020875,19,Person4,0,person
1.0,1.0,0.0,20,LatPulldown1,1,machine
2.0,1.0,0.0,20,Bench1,0,machine
1.0,2.0,0.0,20,BicepCurlMachine1,1,machine
2.0,2.0,0.0,20,ShoulderPress1,1,machine
0.6995316102136784,1.0113180657257652,2.916915188636475,20,Person1,0,person
0.5102880525484401,1.1068592473593704,3.477423054554487,20,Person2,0,person
1.767482993865268,2.113730291875965,2.5323773766838182,20,Person3,0,person
1.0455556428307728,1.3467321468146485,2.7673227721828537,20,Person4,0,person
1.0,1.0,0.0,21,LatPulldown1,1,machine
2.0,1.0,0.0,21,Bench1,0,machine
1.0,2.0,0.0,21,BicepCurlMachine1,1,machine
2.0,2.0,0.0,21,ShoulderPress1,1,machine
0.6623802603436534,1.0292929886832078,2.9360922273968484,21,Person1,0,person
0.5851927152985378,1.0583923144213363,3.5,21,Person2,0,person
1.7688397304153343,2.125840705698708,2.5548204953475717,21,Person3,0,person
0.9663617042553917,1.3752545883978855,2.7537618333022205,21,Person4,0,person
1.0,1.0,0.0,22,LatPulldown1,1,machine
2.0,1.0,0.0,22,Bench1,0,machine
1.0,2.0,0.0,22,BicepCurlMachine1,1,machine
2.0,2.0,0.0,22,ShoulderPress1,1,machine
0.7431801433374176,1.1601096429651299,2.941483382657228,22,Person1,0,person
0.5654536277781428,1.0846261249575078,3.5,22,Person2,0,person
1.6586621824178311,2.1325447044127492,2.5392378352225355,22,Person3,0,person
0.9078445376462378,1.376711120074766,2.743041227700881,22,Person4,0,person
1.0,1.0,0.0,23,LatPulldown1,1,machine
2.0,1.0,0.0,23,Bench1,0,machine
1.0,2.0,0.0,23,BicepCurlMachine1,1,machine
2.0,2.0,0.0,23,ShoulderPress1,1,machine
0.7246234130404486,1.098385578618162,2.95839974220031,23,Person1,0,person
0.574760791623,0.9982533847294335,3.494534480945154,23,Person2,0,person
1.5753333806658225,2.192884284418392,2.546974427035164,23,Person3,0,person
0.8736746835023795,1.3515038574309803,2.7561421206731893,23,Person4,0,person
1.0,1.0,0.0,24,LatPulldown1,1,machine
2.0,1.0,0.0,24,Bench1,0,machine
1.0,2.0,0.0,24,BicepCurlMachine1,1,machine
2.0,2.0,0.0,24,ShoulderPress1,1,machine
0.7136883269379075,1.0872809807010317,2.955576292079339,24,Person1,0,person
0.6377577704666174,0.9624617822827117,3.4673231406838503,24,Person2,0,person
1.5520670274856765,2.252425444963653,2.5615845893631115,24,Person3,0,person
0.9986718850734136,1.2610715918706978,2.7704782281240496,24,Person4,0,person
1.0,1.0,0.0,25,LatPulldown1,1,machine
2.0,1.0,0.0,25,Bench1,0,machine
1.0,2.0,0.0,25,BicepCurlMachine1,1,machine
2.0,2.0,0.0,25,ShoulderPress1,1,machine
0.6791472680973756,1.1259673219464277,2.9838909018847843,25,Person1,0,person
0.6242058174182439,0.9687636454618571,3.463861467390173,25,Person2,0,person
1.5377087105544152,2.255470766146874,2.5435558038118553,25,Person3,0,person
0.9133695103671869,1.2804751892652777,2.7867587372241123,25,Person4,0,person
1.0,1.0,0.0,26,LatPulldown1,1,machine
2.0,1.0,0.0,26,Bench1,0,machine
1.0,2.0,0.0,26,BicepCurlMachine1,1,machine
2.0,2.0,0.0,26,ShoulderPress1,1,machine
0.7225546461897114,1.1591867583226707,2.9728418129931566,26,Person1,0,person
0.7021446022286502,1.0496938135156386,3.4877339237303784,26,Person2,0,person
1.537690938507016,2.226340540285865,2.5507915820694564,26,Person3,0,person
0.9225519298326199,1.2310011679265236,2.8090361744569665,26,Person4,0,person
1.0,1.0,0.0,27,LatPulldown1,1,machine
2.0,1.0,0.0,27,Bench1,0,machine
1.0,2.0,0.0,27,BicepCurlMachine1,1,machine
2.0,2.0,0.0,27,ShoulderPress1,1,machine
0.6658261251560582,1.2515901421984987,2.99990489960994,27,Person1,0,person
0.7688352593430866,1.114946847864324,3.4977766037759834,27,Person2,0,person
1.502799646594691,2.188761676460882,2.5775953115767263,27,Person3,0,person
0.9265894926910295,1.1566476658592204,2.810215419820007,27,Person4,0,person
1.0,1.0,0.0,28,LatPulldown1,1,machine
2.0,1.0,0.0,28,Bench1,0,machine
1.0,2.0,0.0,28,BicepCurlMachine1,1,machine
2.0,2.0,0.0,28,ShoulderPress1,1,machine
0.687812528646321,1.2846671510232979,2.998924462868284,28,Person1,0,person
0.8576708565015932,1.1006323947683312,3.5,28,Person2,0,person
1.4655946115833816,2.201539943705572,2.5729435478932947,28,Person3,0,person
1.0234131188962188,1.198036891797593,2.8030193810682027,28,Person4,0,person
1.0,1.0,0.0,29,LatPulldown1,1,machine
2.0,1.0,0.0,29,Bench1,0,machine
1.0,2.0,0.0,29,BicepCurlMachine1,1,machine
2.0,2.0,0.0,29,ShoulderPress1,1,machine
0.6976594947474876,1.2405444795569107,3.027946210931385,29,Person1,0,person
0.8559630539266261,1.0936718847726574,3.5,29,Person2,0,person
1.381171176987401,2.162237517935688,2.599397480527301,29,Person3,0,person
1.050031921422354,1.2524884861892636,2.7888677361598218,29,Person4,0,person
1.0,1.0,0.0,30,LatPulldown1,1,machine
2.0,1.0,0.0,30,Bench1,0,machine
1.0,2.0,0.0,30,BicepCurlMachine1,1,machine
2.0,2.0,0.0,30,ShoulderPress1,1,machine
0.6972472122820829,1.1935776456579557,3.0189445030776585,30,Person1,0,person
0.822749233770485,1.0747733577053213,3.5,30,Person2,0,person
1.494402132032485,2.157695134329542,2.5859072482004013,30,Person3,0,person
1.1152622806730728,1.1387958158411167,2.807071419726772,30,Person4,0,person
1.0,1.0,0.0,31,LatPulldown1,1,machine
2.0,1.0,0.0,31,Bench1,0,machine
1.0,2.0,0.0,31,BicepCurlMachine1,1,machine
2.0,2.0,0.0,31,ShoulderPress1,1,machine
0.7558067912000171,1.1725354471161096,3.0333447257491835,31,Person1,0,person
0.8286890474217532,1.0573892530055238,3.493319145185211,31,Person2,0,person
1.3905966658800852,2.169187750153953,2.5586841353989316,31,Person3,0,person
1.128402939996481,1.1196014690183265,2.811233411099262,31,Person4,0,person
1.0,1.0,0.0,32,LatPulldown1,1,machine
2.0,1.0,0.0,32,Bench1,0,machine
1.0,2.0,0.0,32,BicepCurlMachine1,1,machine
2.0,2.0,0.0,32,ShoulderPress1,1,machine
0.7508257000902082,1.1764921640829835,3.0417263576656386,32,Person1,0,person
0.9266409979781107,1.0227779982100336,3.5,32,Person2,0,person
1.3619628155407955,2.1250114186959923,2.5611506507450437,32,Person3,0,person
1.124874613451786,1.0696125430941374,2.8241887918554007,32,Person4,0,person
1.0,1.0,0.0,33,LatPulldown1,1,machine
2.0,1.0,0.0,33,Bench1,0,machine
1.0,2.0,0.0,33,BicepCurlMachine1,1,machine
2.0,2.0,0.0,33,ShoulderPress1,1,machine
0.670243642395229,1.2637285125400943,3.0456128629054713,33,Person1,0,person
0.9341547947935068,0.9717732841671921,3.5,33,Person2,0,person
1.3493005669162088,2.156600429276319,2.545986209543733,33,Person3,0,person
1.1026837178064994,1.0041675441044886,2.838130491148897,33,Person4,0,person
1.0,1.0,0.0,34,LatPulldown1,1,machine
2.0,1.0,0.0,34,Bench1,0,machine
1.0,2.0,0.0,34,BicepCurlMachine1,1,machine
2.0,2.0,0.0,34,ShoulderPress1,1,machine
0.6683437005622916,1.3018952546408338,3.0549265140051163,34,Person1,0,person
1.0045404349273481,1.071738434090119,3.4908056786297674,34,Person2,0,person
1.368946389866986,2.2219853588028657,2.530968119613173,34,Person3,0,person
1.0648261843918354,1.011504134084546,2.8224249415079314,34,Person4,0,person
1.0,1.0,0.0,35,LatPulldown1,1,machine
2.0,1.0,0.0,35,Bench1,0,machine
1.0,2.0,0.0,35,BicepCurlMachine1,1,machine
2.0,2.0,0.0,35,ShoulderPress1,1,machine
0.7004039183751138,1.349918483400799,3.0697190013140854,35,Person1,0,person
0.990633489057615,1.0546429668337043,3.4676475627767456,35,Person2,0,person
1.28024766930325,2.229655894518694,2.5225873750825722,35,Person3,0,person
1.0572828534370464,1.0261428851300274,2.823294260397184,35,Person4,0,person
1.0,1.0,0.0,36,LatPulldown1,1,machine
2.0,1.0,0.0,36,Bench1,0,machine
1.0,2.0,0.0,36,BicepCurlMachine1,1,machine
2.0,2.0,0.0,36,ShoulderPress1,1,machine
0.7514752734617001,1.3061591805276718,3.01491273844065,36,Person1,0,person
0.9549783109064194,1.034414741185026,3.458978388584902,36,Person2,0,person
1.2498149745935445,2.2092763754024136,2.5133723494639786,36,Person3,0,person
1.0808036711479518,1.0776319216236314,2.8072833448741825,36,Person4,0,person
1.0,1.0,0.0,37,LatPulldown1,1,machine
2.0,1.0,0.0,37,Bench1,0,machine
1.0,2.0,0.0,37,BicepCurlMachine1,1,machine
2.0,2.0,0.0,37,ShoulderPress1,1,machine
0.7410963089417244,1.2720833113672618,3.0122026186850617,37,Person1,0,person
1.029436188544435,1.0344193585964934,3.449078087139385,37,Person2,0,person
1.2788992679096425,2.1400705504635518,2.5280834232330167,37,Person3,0,person
1.051931304826488,1.1347255584458507,2.7944747009231166,37,Person4,0,person
1.0,1.0,0.0,38,LatPulldown1,1,machine
2.0,1.0,0.0,38,Bench1,0,machine
1.0,2.0,0.0,38,BicepCurlMachine1,1,machine
2.0,2.0,0.0,38,ShoulderPress1,1,machine
0.8086998834799441,1.2174346875132869,3.0375336097893895,38,Person1,0,person
1.0516016154476289,0.9943807929301834,3.4327757548523588,38,Person2,0,person
1.28523479061328,2.1746038171191215,2.548473490848864,38,Person3,0,person
1.0802443252924587,1.0717601717736078,2.7797681303098227,38,Person4,0,person
1.0,1.0,0.0,39,LatPulldown1,1,machine
2.0,1.0,0.0,39,Bench1,0,machine
1.0,2.0,0.0,39,BicepCurlMachine1,1,machine
2.0,2.0,0.0,39,ShoulderPress1,1,machine
0.7501003249497461,1.256437764144565,3.0446389572653336,39,Person1,0,person
1.16504771269082,1.0247388986092383,3.4205437579837183,39,Person2,0,person
1.2803555663690127,2.22172897667101,2.557895093405769,39,Person3,0,person
1.053597017385461,0.9830801738355901,2.7714484969769733,39,Person4,0,person
1.0,1.0,0.0,40,LatPulldown1,1,machine
2.0,1.0,0.0,40,Bench1,0,machine
1.0,2.0,0.0,40,BicepCurlMachine1,1,machine
2.0,2.0,0.0,40,ShoulderPress1,1,machine
0.822232444176156,1.253894691651726,3.0160823256696307,40,Person1,0,person
1.194449937094186,0.991964339031406,3.419965682415447,40,Person2,0,person
1.3166969197077614,2.242745370745669,2.5,40,Person3,0,person
1.0489299948932216,0.9051944916609583,2.8158247172046744,40,Person4,0,person
1.0,1.0,0.0,41,LatPulldown1,1,machine
2.0,1.0,0.0,41,Bench1,0,machine
1.0,2.0,0.0,41,BicepCurlMachine1,1,machine
2.0,2.0,0.0,41,ShoulderPress1,1,machine
0.8203377941678879,1.330923038127651,3.0112234134969733,41,Person1,0,person
1.2690032305570025,1.0390048932129352,3.4251139987575177,41,Person2,0,person
1.3378021052904612,2.3096273524305064,2.5,41,Person3,0,person
0.9827404487061343,0.9027849960570448,2.8154174842216495,41,Person4,0,person
1.0,1.0,0.0,42,LatPulldown1,1,machine
2.0,1.0,0.0,42,Bench1,0,machine
1.0,2.0,0.0,42,BicepCurlMachine1,1,machine
2.0,2.0,0.0,42,ShoulderPress1,1,machine
0.8593490053752821,1.3150838061477867,3.062988794938399,42,Person1,0,person
1.2299640531029088,0.9727328007984218,3.3825322405818645,42,Person2,0,person
1.4338108892562633,2.225273060845952,2.5,42,Person3,0,person
0.9627253147913549,0.8966761718193855,2.820349983268229,42,Person4,0,person
1.0,1.0,0.0,43,LatPulldown1,1,machine
2.0,1.0,0.0,43,Bench1,0,machine
1.0,2.0,0.0,43,BicepCurlMachine1,1,machine
2.0,2.0,0.0,43,ShoulderPress1,1,machine
0.9124414970574545,1.2826154944090489,3.0159631714830772,43,Person1,0,person
1.1892030826209399,1.0927271337257483,3.365395797743809,43,Person2,0,person
1.4610202162582295,2.181440715075445,2.5,43,Person3,0,person
0.9525203989105621,0.8920332587001936,2.8203834063343414,43,Person4,0,person
1.0,1.0,0.0,44,LatPulldown1,1,machine
2.0,1.0,0.0,44,Bench1,0,machine
1.0,2.0,0.0,44,BicepCurlMachine1,1,machine
2.0,2.0,0.0,44,ShoulderPress1,1,machine
0.9087294672247177,1.303181751006252,2.993324353021172,44,Person1,0,person
1.1535788613902553,1.0828926374349488,3.3714666279628536,44,Person2,0,person
1.4746948888938913,2.2575367466718976,2.517683529329104,44,Person3,0,person
0.9476172944414388,0.7498040485992324,2.8186557365797538,44,Person4,0,person
1.0,1.0,0.0,45,LatPulldown1,1,machine
2.0,1.0,0.0,45,Bench1,0,machine
1.0,2.0,0.0,45,BicepCurlMachine1,1,machine
2.0,2.0,0.0,45,ShoulderPress1,1,machine
0.9042564453447064,1.3412110602560186,3.012441547325266,45,Person1,0,person
1.0757309892331859,1.1661676790919422,3.3584267294824968,45,Person2,0,person
1.4906512671802985,2.204118403469781,2.5305941448270817,45,Person3,0,person
0.8870171933415184,0.7888648098689319,2.823902944562155,45,Person4,0,person
1.0,1.0,0.0,46,LatPulldown1,1,machine
2.0,1.0,0.0,46,Bench1,0,machine
1.0,2.0,0.0,46,BicepCurlMachine1,1,machine
2.0,2.0,0.0,46,ShoulderPress1,1,machine
0.934967536058522,1.3273708985148345,3.0119442915225947,46,Person1,0,person
1.0736295675797995,1.1607872147702154,3.412440008905309,46,Person2,0,person
1.546542811028734,2.222214067071891,2.539730255771907,46,Person3,0,person
0.8873175744828151,0.7403088491528523,2.803587395639336,46,Person4,0,person
1.0,1.0,0.0,47,LatPulldown1,1,machine
2.0,1.0,0.0,47,Bench1,0,machine
1.0,2.0,0.0,47,BicepCurlMachine1,1,machine
2.0,2.0,0.0,47,ShoulderPress1,1,machine
1.0029340967101141,1.3860932568097668,3.027064134989585,47,Person1,0,person
1.102793398263068,1.1121971771516317,3.444583661805121,47,Person2,0,person
1.5428150581196536,2.2645954580631127,2.500319078626362,47,Person3,0,person
0.878209619278237,0.6899893202463449,2.818452581537411,47,Person4,0,person
1.0,1.0,0.0,48,LatPulldown1,1,machine
2.0,1.0,0.0,48,Bench1,0,machine
1.0,2.0,0.0,48,BicepCurlMachine1,1,machine
2.0,2.0,0.0,48,ShoulderPress1,1,machine
0.9843620967202016,1.3679231356372221,3.028572214839744,48,Person1,0,person
1.128155504062718,1.1379512753390855,3.459918852823839,48,Person2,0,person
1.5570945124169624,2.31654082050592,2.508534623328767,48,Person3,0,person
0.9415991471223638,0.650553762231381,2.8022901530763296,48,Person4,0,person
1.0,1.0,0.0,49,LatPulldown1,1,machine
2.0,1.0,0.0,49,Bench1,0,machine
1.0,2.0,0.0,49,BicepCurlMachine1,1,machine
2.0,2.0,0.0,49,ShoulderPress1,1,machine
0.9645854942307097,1.3289080410298466,3.0239760844528316,49,Person1,0,person
1.1645334986050302,1.1414343543117396,3.4553366050207055,49,Person2,0,person
1.4830486298711762,2.228702344865829,2.5092388642461576,49,Person3,0,person
0.9798495404161606,0.7212603379345438,2.8016346816450493,49,Person4,0,person
1.0,1.0,0.0,50,LatPulldown1,1,machine
2.0,1.0,0.0,50,Bench1,0,machine
1.0,2.0,0.0,50,BicepCurlMachine1,1,machine
2.0,2.0,0.0,50,ShoulderPress1,1,machine
0.9422514499019613,1.4312408444540696,3.0206198078633717,50,Person1,0,person
1.1508790711451558,1.1972483452302558,3.49118053376764,50,Person2,0,person
1.5531370753223082,2.280881417483717,2.5288251171283025,50,Person3,0,person
0.9462634865474289,0.7149737595486662,2.778221669134662,50,Person4,0,person
1.0,1.0,0.0,51,LatPulldown1,1,machine
2.0,1.0,0.0,51,Bench1,0,machine
1.0,2.0,0.0,51,BicepCurlMachine1,1,machine
2.0,2.0,0.0,51,ShoulderPress1,1,machine
0.8791920289814121,1.4511678835362767,3.0098574454334037,51,Person1,0,person
1.1790808279457852,1.1497856923602034,3.463946488382531,51,Person2,0,person
1.5188862887877068,2.2937953524047328,2.5471723664226786,51,Person3,0,person
0.9280254342083282,0.6872541930865688,2.767755993495716,51,Person4,0,person
1.0,1.0,0.0,52,LatPulldown1,1,machine
2.0,1.0,0.0,52,Bench1,0,machine
1.0,2.0,0.0,52,BicepCurlMachine1,1,machine
2.0,2.0,0.0,52,ShoulderPress1,1,machine
0.8846739941016689,1.3881539227745783,3.0184903424463188,52,Person1,0,person
1.2093343732254156,1.1974915379372595,3.4803041397642915,52,Person2,0,person
1.5524775685345953,2.2770787662734127,2.574980215475891,52,Person3,0,person
0.8365886604163943,0.6997119536874462,2.746498953113859,52,Person4,0,person
1.0,1.0,0.0,53,LatPulldown1,1,machine
2.0,1.0,0.0,53,Bench1,0,machine
1.0,2.0,0.0,53,BicepCurlMachine1,1,machine
2.0,2.0,0.0,53,ShoulderPress1,1,machine
0.9285811780114032,1.2830079444818734,3.0320906750834777,53,Person1,0,person
1.2187902616170287,1.2103386270782086,3.468319373462655,53,Person2,0,person
1.4213083233007564,2.2559408822950298,2.5501695082661215,53,Person3,0,person
0.8035766577028568,0.7867478235487337,2.774474315603947,53,Person4,0,person
1.0,1.0,0.0,54,LatPulldown1,1,machine
2.0,1.0,0.0,54,Bench1,0,machine
1.0,2.0,0.0,54,BicepCurlMachine1,1,machine
2.0,2.0,0.0,54,ShoulderPress1,1,machine
0.9071515378865768,1.3057652557442248,2.9960284177835232,54,Person1,0,person
1.2052888963418282,1.2728201877316034,3.4852768466188557,54,Person2,0,person
1.4346971321220918,2.2478987307868135,2.560462888941866,54,Person3,0,person
0.8797558852502357,0.6961657972379953,2.755683923312232,54,Person4,0,person
1.0,1.0,0.0,55,LatPulldown1,1,machine
2.0,1.0,0.0,55,Bench1,0,machine
1.0,2.0,0.0,55,BicepCurlMachine1,1,machine
2.0,2.0,0.0,55,ShoulderPress1,1,machine
